,Unnamed: 0,Date,Home_Team,Away_Team,Field_Goal,Field_Goal_Attempts,Field_Goal_%,2Point,2Point_Attempts,2Point_%,3Point,3Point_Attempts,3Point_%,Free_Throw,Free_Throw_Attempt,Free_Throw_%,Points,Away_Field_Goal,Away_Field_Goal_Attempts,Away_Field_Goal_%,Away_2Point,Away_2Point_Attempts,Away_2Point_%,Away_3Point,Away_3Point_Attempts,Away_3Point_%,Away_Free_Throw,Away_Free_Throw_Attempt,Away_Free_Throw_%,Away_Points,Offensive_Efficiency,Away_Offensive_Efficiency,ielo,away_ielo,Away_ielo
10,10,2018-10-17,SAC,UTA,49,95,0.516,42,76,0.553,7,19,0.368,12,18,0.667,117,41,79,0.519,28,52,0.538,13,27,0.481,28,38,0.737,123,123.15789473684212,155.69620253164558,1500,1500,1500
11,11,2018-10-17,SAS,MIN,40,93,0.43,29,68,0.426,11,25,0.44,21,29,0.724,112,39,91,0.429,33,72,0.458,6,19,0.316,24,27,0.889,108,120.43010752688171,118.68131868131869,1500,1500,1500
12,12,2018-10-17,TOR,CLE,45,92,0.489,31,59,0.525,14,33,0.424,12,20,0.6,116,34,85,0.4,27,66,0.409,7,19,0.368,29,39,0.744,104,126.08695652173914,122.3529411764706,1500,1500,1500
13,13,2018-10-18,PHI,CHI,44,93,0.473,32,57,0.561,12,36,0.333,27,30,0.9,127,44,101,0.436,33,68,0.485,11,33,0.333,9,12,0.75,108,136.55913978494624,106.93069306930694,1500,1500,1500
14,14,2018-10-18,POR,LAL,44,100,0.44,31,63,0.492,13,37,0.351,27,29,0.931,128,45,93,0.484,38,63,0.603,7,30,0.233,22,29,0.759,119,128.0,127.95698924731182,1500,1500,1500
15,15,2018-10-18,WAS,MIA,38,81,0.469,31,55,0.564,7,26,0.269,29,39,0.744,112,38,97,0.392,26,62,0.419,12,35,0.343,25,34,0.735,113,138.2716049382716,116.49484536082475,1500,1500,1500
16,16,2018-10-19,BRK,NYK,37,75,0.493,25,45,0.556,12,30,0.4,21,24,0.875,107,39,97,0.402,30,69,0.435,9,28,0.321,18,20,0.9,105,142.66666666666669,108.24742268041236,1500,1500,1500
17,17,2018-10-19,LAC,OKC,35,81,0.432,24,55,0.436,11,26,0.423,27,36,0.75,108,34,95,0.358,27,62,0.435,7,33,0.212,17,23,0.739,92,133.33333333333331,96.84210526315788,1500,1500,1500
18,18,2018-10-19,MEM,ATL,44,81,0.543,31,55,0.564,13,26,0.5,30,43,0.698,131,41,83,0.494,27,53,0.509,14,30,0.467,21,36,0.583,117,161.7283950617284,140.96385542168676,1500,1500,1500
19,19,2018-10-19,MIL,IND,44,93,0.473,27,47,0.574,17,46,0.37,13,21,0.619,118,38,87,0.437,32,69,0.464,6,18,0.333,19,27,0.704,101,126.88172043010752,116.0919540229885,1500,1500,1500
20,20,2018-10-19,MIN,CLE,44,87,0.506,34,62,0.548,10,25,0.4,33,35,0.943,131,45,93,0.484,37,70,0.529,8,23,0.348,25,29,0.862,123,150.57471264367817,132.25806451612902,1500,1500,1500
21,21,2018-10-19,NOP,SAC,56,95,0.589,40,64,0.625,16,31,0.516,21,33,0.636,149,50,96,0.521,40,71,0.563,10,25,0.4,19,26,0.731,129,156.8421052631579,134.375,1500,1500,1500
22,22,2018-10-19,ORL,CHO,36,94,0.383,30,63,0.476,6,31,0.194,10,14,0.714,88,43,92,0.467,26,54,0.481,17,38,0.447,17,20,0.85,120,93.61702127659576,130.43478260869566,1500,1500,1500
23,23,2018-10-19,TOR,BOS,43,92,0.467,30,57,0.526,13,35,0.371,14,19,0.737,113,40,99,0.404,26,63,0.413,14,36,0.389,7,10,0.7,101,122.82608695652172,102.020202020202,1500,1500,1500
24,24,2018-10-19,UTA,GSW,40,89,0.449,21,43,0.488,19,46,0.413,24,29,0.828,123,49,87,0.563,39,68,0.574,10,19,0.526,16,18,0.889,124,138.20224719101125,142.52873563218392,1500,1500,1500
25,25,2018-10-20,CHI,DET,44,87,0.506,37,66,0.561,7,21,0.333,21,26,0.808,116,41,101,0.406,23,61,0.377,18,40,0.45,18,23,0.783,118,133.33333333333331,116.83168316831684,1500,1500,1500
26,26,2018-10-20,DAL,MIN,49,98,0.5,32,48,0.667,17,50,0.34,25,34,0.735,140,44,84,0.524,30,57,0.526,14,27,0.519,34,40,0.85,136,142.85714285714286,161.9047619047619,1500,1500,1500
27,27,2018-10-20,DEN,PHO,43,85,0.506,34,57,0.596,9,28,0.321,24,29,0.828,119,29,77,0.377,18,38,0.474,11,39,0.282,22,35,0.629,91,140.0,118.1818181818182,1500,1500,1500
28,28,2018-10-20,IND,BRK,51,92,0.554,35,68,0.515,16,24,0.667,14,22,0.636,132,41,86,0.477,25,49,0.51,16,37,0.432,14,22,0.636,112,143.47826086956522,130.2325581395349,1500,1500,1500
29,29,2018-10-20,LAL,HOU,48,100,0.48,40,68,0.588,8,32,0.25,11,18,0.611,115,44,96,0.458,28,54,0.519,16,42,0.381,20,30,0.667,124,115.0,129.16666666666669,1500,1500,1500
30,30,2018-10-20,MIA,CHO,41,89,0.461,30,55,0.545,11,34,0.324,19,27,0.704,112,41,93,0.441,25,51,0.49,16,42,0.381,15,23,0.652,113,125.84269662921348,121.50537634408605,1500,1500,1500
31,31,2018-10-20,NYK,BOS,36,87,0.414,24,52,0.462,12,35,0.343,17,27,0.63,101,33,82,0.402,24,57,0.421,9,25,0.36,28,33,0.848,103,116.0919540229885,125.60975609756098,1500,1500,1500
32,32,2018-10-20,PHI,ORL,45,94,0.479,28,61,0.459,17,33,0.515,9,10,0.9,116,41,90,0.456,25,61,0.41,16,29,0.552,17,22,0.773,115,123.40425531914892,127.77777777777776,1500,1500,1500
33,33,2018-10-20,POR,SAS,45,84,0.536,30,52,0.577,15,32,0.469,16,19,0.842,121,42,100,0.42,29,70,0.414,13,30,0.433,11,14,0.786,108,144.04761904761904,108.0,1500,1500,1500
34,34,2018-10-20,WAS,TOR,37,89,0.416,24,50,0.48,13,39,0.333,26,32,0.813,113,39,88,0.443,29,59,0.492,10,29,0.345,29,36,0.806,117,126.96629213483146,132.95454545454547,1500,1500,1500
35,35,2018-10-21,CLE,ATL,46,99,0.465,36,72,0.5,10,27,0.37,9,14,0.643,111,48,98,0.49,26,51,0.51,22,47,0.468,15,19,0.789,133,112.12121212121212,135.71428571428572,1500,1500,1500
36,36,2018-10-21,DEN,GSW,35,86,0.407,29,54,0.537,6,32,0.188,24,42,0.571,100,36,79,0.456,29,50,0.58,7,29,0.241,19,24,0.792,98,116.27906976744188,124.0506329113924,1500,1500,1500
37,37,2018-10-21,LAC,HOU,42,89,0.472,37,64,0.578,5,25,0.2,26,26,1.0,115,43,89,0.483,28,54,0.519,15,35,0.429,11,15,0.733,112,129.21348314606743,125.84269662921348,1500,1500,1500
38,38,2018-10-21,OKC,SAC,46,104,0.442,37,65,0.569,9,39,0.231,19,30,0.633,120,50,91,0.549,40,69,0.58,10,22,0.455,21,28,0.75,131,115.38461538461536,143.95604395604394,1500,1500,1500
39,39,2018-10-22,BOS,ORL,37,91,0.407,28,51,0.549,9,40,0.225,7,9,0.778,90,38,93,0.409,28,58,0.483,10,35,0.286,7,10,0.7,93,98.9010989010989,100.0,1500,1500,1500
40,40,2018-10-22,DAL,CHI,40,93,0.43,25,46,0.543,15,47,0.319,20,21,0.952,115,41,80,0.513,28,57,0.491,13,23,0.565,14,21,0.667,109,123.65591397849462,136.25,1500,1500,1500
41,41,2018-10-22,GSW,PHO,45,88,0.511,31,51,0.608,14,37,0.378,19,26,0.731,123,39,86,0.453,30,52,0.577,9,34,0.265,16,18,0.889,103,139.77272727272728,119.76744186046513,1500,1500,1500
42,42,2018-10-22,LAL,SAS,55,107,0.514,41,68,0.603,14,39,0.359,18,26,0.692,142,50,97,0.515,35,69,0.507,15,28,0.536,28,38,0.737,143,132.71028037383178,147.42268041237114,1500,1500,1500
43,43,2018-10-22,MIL,NYK,45,96,0.469,28,56,0.5,17,40,0.425,17,24,0.708,124,45,99,0.455,35,70,0.5,10,29,0.345,13,15,0.867,113,129.16666666666669,114.14141414141416,1500,1500,1500
44,44,2018-10-22,MIN,IND,36,85,0.424,29,52,0.558,7,33,0.212,22,24,0.917,101,36,92,0.391,28,66,0.424,8,26,0.308,11,16,0.688,91,118.82352941176472,98.91304347826086,1500,1500,1500
45,45,2018-10-22,POR,WAS,43,108,0.398,32,69,0.464,11,39,0.282,27,31,0.871,124,46,110,0.418,31,73,0.425,15,37,0.405,18,26,0.692,125,114.8148148148148,113.63636363636364,1500,1500,1500
46,46,2018-10-22,TOR,CHO,50,87,0.575,35,48,0.729,15,39,0.385,12,14,0.857,127,41,97,0.423,32,69,0.464,9,28,0.321,15,18,0.833,106,145.97701149425288,109.27835051546391,1500,1500,1500
47,47,2018-10-22,UTA,MEM,29,82,0.354,21,50,0.42,8,32,0.25,18,23,0.783,84,31,84,0.369,22,56,0.393,9,28,0.321,21,26,0.808,92,102.4390243902439,109.52380952380952,1500,1500,1500
48,48,2018-10-23,DEN,SAC,51,99,0.515,40,69,0.58,11,30,0.367,13,15,0.867,126,45,86,0.523,32,55,0.582,13,31,0.419,9,20,0.45,112,127.27272727272728,130.2325581395349,1500,1500,1500
49,49,2018-10-23,DET,PHI,51,108,0.472,39,75,0.52,12,33,0.364,19,27,0.704,133,49,98,0.5,35,55,0.636,14,43,0.326,20,28,0.714,132,123.14814814814814,134.6938775510204,1500,1500,1500
50,50,2018-10-23,NOP,LAC,40,93,0.43,34,69,0.493,6,24,0.25,30,40,0.75,116,41,87,0.471,36,67,0.537,5,20,0.25,22,27,0.815,109,124.73118279569891,125.28735632183908,1500,1500,1500
51,51,2018-10-24,ATL,DAL,37,91,0.407,22,53,0.415,15,38,0.395,22,31,0.71,111,38,91,0.418,26,51,0.51,12,40,0.3,16,26,0.615,104,121.978021978022,114.28571428571428,1500,1500,1500
52,52,2018-10-24,CHI,CHO,37,77,0.481,27,48,0.563,10,29,0.345,28,35,0.8,112,37,85,0.435,27,50,0.54,10,35,0.286,26,29,0.897,110,145.45454545454547,129.41176470588235,1500,1500,1500
53,53,2018-10-24,CLE,BRK,34,89,0.382,31,71,0.437,3,18,0.167,15,16,0.938,86,38,87,0.437,24,53,0.453,14,34,0.412,12,15,0.8,102,96.62921348314607,117.2413793103448,1500,1500,1500
54,54,2018-10-24,GSW,WAS,53,92,0.576,38,59,0.644,15,33,0.455,23,25,0.92,144,42,93,0.452,30,51,0.588,12,42,0.286,26,28,0.929,122,156.52173913043478,131.18279569892474,1500,1500,1500
55,55,2018-10-24,HOU,UTA,35,87,0.402,24,47,0.511,11,40,0.275,8,14,0.571,89,34,78,0.436,24,49,0.49,10,29,0.345,22,28,0.786,100,102.29885057471265,128.2051282051282,1500,1500,1500
56,56,2018-10-24,MIA,NYK,39,82,0.476,26,53,0.491,13,29,0.448,19,28,0.679,110,33,91,0.363,21,58,0.362,12,33,0.364,9,14,0.643,87,134.14634146341464,95.6043956043956,1500,1500,1500
57,57,2018-10-24,MIL,PHI,41,100,0.41,28,57,0.491,13,43,0.302,28,30,0.933,123,38,92,0.413,27,58,0.466,11,34,0.324,21,30,0.7,108,123.0,117.3913043478261,1500,1500,1500
58,58,2018-10-24,PHO,LAL,44,84,0.524,34,53,0.642,10,31,0.323,15,21,0.714,113,52,100,0.52,42,72,0.583,10,28,0.357,17,23,0.739,131,134.52380952380955,131.0,1500,1500,1500
59,59,2018-10-24,SAC,MEM,35,83,0.422,29,65,0.446,6,18,0.333,21,33,0.636,97,36,94,0.383,26,57,0.456,10,37,0.27,10,13,0.769,92,116.86746987951808,97.87234042553192,1500,1500,1500
60,60,2018-10-24,SAS,IND,35,87,0.402,29,68,0.426,6,19,0.316,20,21,0.952,96,46,87,0.529,29,55,0.527,17,32,0.531,7,8,0.875,116,110.34482758620688,133.33333333333331,1500,1500,1500
61,61,2018-10-24,TOR,MIN,46,89,0.517,35,57,0.614,11,32,0.344,9,12,0.75,112,40,96,0.417,25,66,0.379,15,30,0.5,10,16,0.625,105,125.84269662921348,109.375,1500,1500,1500
62,62,2018-10-25,DET,CLE,41,78,0.526,30,50,0.6,11,28,0.393,17,29,0.586,110,41,89,0.461,33,65,0.508,8,24,0.333,13,15,0.867,103,141.02564102564102,115.73033707865169,1500,1500,1500
63,63,2018-10-25,LAL,DEN,46,92,0.5,36,63,0.571,10,29,0.345,19,23,0.826,121,46,92,0.5,40,69,0.58,6,23,0.261,16,20,0.8,114,131.52173913043478,123.91304347826086,1500,1500,1500
64,64,2018-10-25,OKC,BOS,37,94,0.394,30,66,0.455,7,28,0.25,14,25,0.56,95,33,86,0.384,22,54,0.407,11,32,0.344,24,33,0.727,101,101.06382978723406,117.44186046511628,1500,1500,1500
65,65,2018-10-25,ORL,POR,43,86,0.5,31,56,0.554,12,30,0.4,16,20,0.8,114,48,87,0.552,37,60,0.617,11,27,0.407,21,26,0.808,128,132.5581395348837,147.1264367816092,1500,1500,1500
66,66,2018-10-26,CHO,CHI,53,93,0.57,39,61,0.639,14,32,0.438,15,16,0.938,135,37,85,0.435,21,49,0.429,16,36,0.444,16,22,0.727,106,145.16129032258064,124.70588235294116,1500,1500,1500
67,67,2018-10-26,HOU,LAC,38,98,0.388,23,57,0.404,15,41,0.366,22,25,0.88,113,43,79,0.544,31,56,0.554,12,23,0.522,35,38,0.921,133,115.3061224489796,168.35443037974684,1500,1500,1500
68,68,2018-10-26,MIN,MIL,36,112,0.321,26,69,0.377,10,43,0.233,13,18,0.722,95,49,92,0.533,30,46,0.652,19,46,0.413,8,11,0.727,125,84.82142857142857,135.8695652173913,1500,1500,1500
69,69,2018-10-26,NOP,BRK,44,98,0.449,35,75,0.467,9,23,0.391,20,26,0.769,117,43,98,0.439,24,58,0.414,19,40,0.475,10,15,0.667,115,119.38775510204084,117.3469387755102,1500,1500,1500
70,70,2018-10-26,NYK,GSW,39,90,0.433,26,51,0.51,13,39,0.333,9,12,0.75,100,51,87,0.586,35,54,0.648,16,33,0.485,10,12,0.833,128,111.11111111111111,147.1264367816092,1500,1500,1500
71,71,2018-10-26,SAC,WAS,44,95,0.463,30,58,0.517,14,37,0.378,14,23,0.609,116,40,86,0.465,26,44,0.591,14,42,0.333,18,23,0.783,112,122.10526315789474,130.2325581395349,1500,1500,1500
72,72,2018-10-26,TOR,DAL,44,91,0.484,33,64,0.516,11,27,0.407,17,20,0.85,116,38,92,0.413,26,62,0.419,12,30,0.4,19,24,0.792,107,127.47252747252746,116.30434782608695,1500,1500,1500
73,73,2018-10-27,ATL,CHI,27,84,0.321,15,44,0.341,12,40,0.3,19,23,0.826,85,36,83,0.434,24,50,0.48,12,33,0.364,13,16,0.813,97,101.1904761904762,116.86746987951808,1500,1500,1500
74,74,2018-10-27,CLE,IND,40,86,0.465,33,61,0.541,7,25,0.28,20,22,0.909,107,48,74,0.649,43,61,0.705,5,13,0.385,18,26,0.692,119,124.4186046511628,160.8108108108108,1500,1500,1500
75,75,2018-10-27,DET,BOS,33,89,0.371,26,52,0.5,7,37,0.189,16,20,0.8,89,39,86,0.453,25,52,0.481,14,34,0.412,17,25,0.68,109,100.0,126.74418604651164,1500,1500,1500
76,76,2018-10-27,MEM,PHO,44,79,0.557,35,53,0.66,9,26,0.346,20,22,0.909,117,36,78,0.462,27,45,0.6,9,33,0.273,15,19,0.789,96,148.1012658227848,123.07692307692308,1500,1500,1500
77,77,2018-10-27,MIA,POR,44,96,0.458,29,57,0.509,15,39,0.385,17,26,0.654,120,37,88,0.42,25,55,0.455,12,33,0.364,25,28,0.893,111,125.0,126.13636363636364,1500,1500,1500
78,78,2018-10-27,MIL,ORL,41,82,0.5,31,52,0.596,10,30,0.333,21,23,0.913,113,33,101,0.327,23,58,0.397,10,43,0.233,15,17,0.882,91,137.80487804878047,90.0990099009901,1500,1500,1500
79,79,2018-10-27,NOP,UTA,40,95,0.421,31,61,0.508,9,34,0.265,22,29,0.759,111,46,88,0.523,36,56,0.643,10,32,0.313,30,37,0.811,132,116.8421052631579,150.0,1500,1500,1500
80,80,2018-10-27,PHI,CHO,35,91,0.385,25,63,0.397,10,28,0.357,25,30,0.833,105,37,95,0.389,28,60,0.467,9,35,0.257,20,24,0.833,103,115.38461538461536,108.42105263157896,1500,1500,1500
81,81,2018-10-27,SAS,LAL,44,91,0.484,41,75,0.547,3,16,0.188,19,24,0.792,110,41,86,0.477,28,53,0.528,13,33,0.394,11,18,0.611,106,120.87912087912088,123.25581395348836,1500,1500,1500
82,82,2018-10-28,BRK,GSW,42,87,0.483,22,45,0.489,20,42,0.476,10,15,0.667,114,44,89,0.494,33,56,0.589,11,33,0.333,21,24,0.875,120,131.0344827586207,134.8314606741573,1500,1500,1500
83,83,2018-10-28,DAL,UTA,38,91,0.418,29,63,0.46,9,28,0.321,19,25,0.76,104,42,80,0.525,32,55,0.582,10,25,0.4,19,22,0.864,113,114.28571428571428,141.25,1500,1500,1500
84,84,2018-10-28,LAC,WAS,56,103,0.544,40,74,0.541,16,29,0.552,8,13,0.615,136,38,97,0.392,33,70,0.471,5,27,0.185,23,28,0.821,104,132.03883495145632,107.21649484536084,1500,1500,1500
85,85,2018-10-28,OKC,PHO,43,85,0.506,36,61,0.59,7,24,0.292,24,35,0.686,117,38,86,0.442,30,59,0.508,8,27,0.296,26,27,0.963,110,137.64705882352942,127.90697674418604,1500,1500,1500
86,86,2018-10-29,CHI,GSW,46,94,0.489,35,59,0.593,11,35,0.314,21,34,0.618,124,53,96,0.552,29,51,0.569,24,45,0.533,19,26,0.731,149,131.91489361702128,155.20833333333331,1500,1500,1500
87,87,2018-10-29,DEN,NOP,42,93,0.452,31,58,0.534,11,35,0.314,21,23,0.913,116,43,82,0.524,32,58,0.552,11,24,0.458,14,20,0.7,111,124.73118279569891,135.3658536585366,1500,1500,1500
88,88,2018-10-29,IND,POR,37,90,0.411,31,71,0.437,6,19,0.316,13,20,0.65,93,38,78,0.487,28,52,0.538,10,26,0.385,17,18,0.944,103,103.33333333333334,132.05128205128204,1500,1500,1500
89,89,2018-10-29,MIA,SAC,38,92,0.413,25,53,0.472,13,39,0.333,24,34,0.706,113,48,97,0.495,36,71,0.507,12,26,0.462,15,25,0.6,123,122.82608695652172,126.8041237113402,1500,1500,1500
90,90,2018-10-29,MIL,TOR,45,92,0.489,26,47,0.553,19,45,0.422,15,19,0.789,124,39,103,0.379,30,58,0.517,9,45,0.2,22,28,0.786,109,134.7826086956522,105.8252427184466,1500,1500,1500
91,91,2018-10-29,MIN,LAL,42,98,0.429,28,69,0.406,14,29,0.483,26,30,0.867,124,49,104,0.471,37,71,0.521,12,33,0.364,10,15,0.667,120,126.53061224489797,115.38461538461536,1500,1500,1500
92,92,2018-10-29,NYK,BRK,45,92,0.489,36,68,0.529,9,24,0.375,16,18,0.889,115,34,84,0.405,23,46,0.5,11,38,0.289,17,22,0.773,96,125.0,114.28571428571428,1500,1500,1500
93,93,2018-10-29,PHI,ATL,41,99,0.414,27,52,0.519,14,47,0.298,17,18,0.944,113,35,94,0.372,27,57,0.474,8,37,0.216,14,21,0.667,92,114.14141414141416,97.87234042553192,1500,1500,1500
94,94,2018-10-29,SAS,DAL,42,91,0.462,33,71,0.465,9,20,0.45,20,21,0.952,113,43,91,0.473,33,57,0.579,10,34,0.294,12,17,0.706,108,124.17582417582418,118.68131868131869,1500,1500,1500
95,95,2018-10-30,BOS,DET,37,84,0.44,28,53,0.528,9,31,0.29,25,32,0.781,108,37,88,0.42,29,58,0.5,8,30,0.267,23,27,0.852,105,128.57142857142858,119.3181818181818,1500,1500,1500
96,96,2018-10-30,CHO,MIA,44,81,0.543,31,53,0.585,13,28,0.464,24,29,0.828,125,41,87,0.471,30,59,0.508,11,28,0.393,20,24,0.833,113,154.320987654321,129.8850574712644,1500,1500,1500
97,97,2018-10-30,CLE,ATL,45,90,0.5,32,65,0.492,13,25,0.52,33,43,0.767,136,44,82,0.537,29,47,0.617,15,35,0.429,11,17,0.647,114,151.11111111111111,139.02439024390242,1500,1500,1500
98,98,2018-10-30,HOU,POR,31,96,0.323,21,53,0.396,10,43,0.233,13,23,0.565,85,38,80,0.475,30,60,0.5,8,20,0.4,20,23,0.87,104,88.54166666666666,130.0,1500,1500,1500
99,99,2018-10-30,MEM,WAS,36,74,0.486,23,46,0.5,13,28,0.464,22,31,0.71,107,32,74,0.432,18,39,0.462,14,35,0.4,17,20,0.85,95,144.5945945945946,128.3783783783784,1500,1500,1500
100,100,2018-10-30,OKC,LAC,48,94,0.511,39,77,0.506,9,17,0.529,23,32,0.719,128,35,74,0.473,28,54,0.519,7,20,0.35,33,43,0.767,110,136.17021276595744,148.64864864864865,1500,1500,1500
101,101,2018-10-30,ORL,SAC,36,91,0.396,25,48,0.521,11,43,0.256,16,22,0.727,99,41,84,0.488,33,62,0.532,8,22,0.364,17,26,0.654,107,108.7912087912088,127.38095238095238,1500,1500,1500
102,102,2018-10-30,TOR,PHI,47,92,0.511,36,65,0.554,11,27,0.407,24,28,0.857,129,38,91,0.418,24,51,0.471,14,40,0.35,22,30,0.733,112,140.2173913043478,123.07692307692308,1500,1500,1500
103,103,2018-10-31,BRK,DET,43,101,0.426,31,63,0.492,12,38,0.316,22,30,0.733,120,39,93,0.419,28,59,0.475,11,34,0.324,30,39,0.769,119,118.8118811881188,127.95698924731182,1500,1500,1500
104,104,2018-10-31,CHI,DEN,39,92,0.424,23,58,0.397,16,34,0.471,13,18,0.722,107,45,99,0.455,38,73,0.521,7,26,0.269,11,18,0.611,108,116.30434782608695,109.09090909090908,1500,1500,1500
105,105,2018-10-31,GSW,NOP,47,89,0.528,31,57,0.544,16,32,0.5,21,30,0.7,131,44,92,0.478,32,57,0.561,12,35,0.343,21,27,0.778,121,147.19101123595507,131.52173913043478,1500,1500,1500
106,106,2018-10-31,LAL,DAL,43,84,0.512,33,67,0.493,10,17,0.588,18,24,0.75,114,43,86,0.5,30,57,0.526,13,29,0.448,14,19,0.737,113,135.71428571428572,131.3953488372093,1500,1500,1500
107,107,2018-10-31,MIN,UTA,50,86,0.581,38,61,0.623,12,25,0.48,16,24,0.667,128,47,97,0.485,34,67,0.507,13,30,0.433,18,30,0.6,125,148.8372093023256,128.8659793814433,1500,1500,1500
108,108,2018-10-31,NYK,IND,34,79,0.43,22,54,0.407,12,25,0.48,21,24,0.875,101,45,83,0.542,39,63,0.619,6,20,0.3,11,17,0.647,107,127.84810126582278,128.91566265060243,1500,1500,1500
109,109,2018-10-31,PHO,SAS,35,90,0.389,29,66,0.439,6,24,0.25,14,18,0.778,90,46,83,0.554,42,65,0.646,4,18,0.222,24,26,0.923,120,100.0,144.57831325301206,1500,1500,1500
110,110,2018-11-01,ATL,SAC,42,87,0.483,34,56,0.607,8,31,0.258,23,34,0.676,115,53,98,0.541,39,63,0.619,14,35,0.4,26,32,0.813,146,132.183908045977,148.9795918367347,1500,1500,1500
111,111,2018-11-01,BOS,MIL,41,92,0.446,17,37,0.459,24,55,0.436,11,13,0.846,117,41,85,0.482,32,56,0.571,9,29,0.31,22,30,0.733,113,127.17391304347828,132.94117647058823,1500,1500,1500
112,112,2018-11-01,CHO,OKC,38,93,0.409,27,52,0.519,11,41,0.268,20,22,0.909,107,41,96,0.427,33,59,0.559,8,37,0.216,21,29,0.724,111,115.05376344086022,115.625,1500,1500,1500
113,113,2018-11-01,CLE,DEN,34,83,0.41,29,65,0.446,5,18,0.278,18,19,0.947,91,41,85,0.482,31,59,0.525,10,26,0.385,18,21,0.857,110,109.63855421686748,129.41176470588235,1500,1500,1500
114,114,2018-11-01,PHI,LAC,44,93,0.473,31,66,0.47,13,27,0.481,21,28,0.75,122,38,86,0.442,29,63,0.46,9,23,0.391,28,33,0.848,113,131.18279569892474,131.3953488372093,1500,1500,1500
115,115,2018-11-01,POR,NOP,44,87,0.506,26,52,0.5,18,35,0.514,26,31,0.839,132,40,94,0.426,32,65,0.492,8,29,0.276,31,37,0.838,119,151.72413793103448,126.59574468085108,1500,1500,1500
116,116,2018-11-02,BRK,HOU,42,85,0.494,27,51,0.529,15,34,0.441,12,20,0.6,111,41,83,0.494,26,44,0.591,15,39,0.385,22,32,0.688,119,130.58823529411765,143.3734939759036,1500,1500,1500
117,117,2018-11-02,CHI,IND,42,89,0.472,29,58,0.5,13,31,0.419,8,9,0.889,105,40,85,0.471,33,59,0.559,7,26,0.269,20,22,0.909,107,117.97752808988764,125.88235294117646,1500,1500,1500
118,118,2018-11-02,DAL,NYK,40,81,0.494,29,52,0.558,11,29,0.379,15,24,0.625,106,46,84,0.548,39,55,0.709,7,29,0.241,19,26,0.731,118,130.8641975308642,140.47619047619045,1500,1500,1500
119,119,2018-11-02,GSW,MIN,43,88,0.489,30,54,0.556,13,34,0.382,17,22,0.773,116,38,101,0.376,25,56,0.446,13,45,0.289,10,14,0.714,99,131.8181818181818,98.01980198019804,1500,1500,1500
120,120,2018-11-02,ORL,LAC,40,90,0.444,36,73,0.493,4,17,0.235,11,19,0.579,95,41,86,0.477,28,60,0.467,13,26,0.5,25,33,0.758,120,105.55555555555556,139.53488372093022,1500,1500,1500
121,121,2018-11-02,PHO,TOR,40,91,0.44,32,65,0.492,8,26,0.308,10,18,0.556,98,41,81,0.506,29,48,0.604,12,33,0.364,13,21,0.619,107,107.6923076923077,132.0987654320988,1500,1500,1500
122,122,2018-11-02,UTA,MEM,36,77,0.468,22,41,0.537,14,36,0.389,14,25,0.56,100,38,75,0.507,25,49,0.51,13,26,0.5,21,34,0.618,110,129.87012987012986,146.66666666666666,1500,1500,1500
123,123,2018-11-02,WAS,OKC,44,86,0.512,35,56,0.625,9,30,0.3,14,18,0.778,111,49,86,0.57,34,54,0.63,15,32,0.469,21,26,0.808,134,129.06976744186048,155.8139534883721,1500,1500,1500
124,124,2018-11-03,ATL,MIA,46,88,0.523,33,56,0.589,13,32,0.406,18,23,0.783,123,41,85,0.482,25,45,0.556,16,40,0.4,20,26,0.769,118,139.77272727272728,138.8235294117647,1500,1500,1500
125,125,2018-11-03,CHI,HOU,28,71,0.394,22,48,0.458,6,23,0.261,26,27,0.963,88,35,83,0.422,22,41,0.537,13,42,0.31,13,20,0.65,96,123.94366197183098,115.66265060240964,1500,1500,1500
126,126,2018-11-03,CHO,CLE,52,91,0.571,42,61,0.689,10,30,0.333,12,13,0.923,126,35,81,0.432,25,55,0.455,10,26,0.385,14,15,0.933,94,138.46153846153845,116.0493827160494,1500,1500,1500
127,127,2018-11-03,DEN,UTA,41,83,0.494,32,55,0.582,9,28,0.321,12,19,0.632,103,33,81,0.407,27,50,0.54,6,31,0.194,16,24,0.667,88,124.09638554216868,108.64197530864196,1500,1500,1500
128,128,2018-11-03,IND,BOS,36,86,0.419,25,54,0.463,11,32,0.344,19,25,0.76,102,38,88,0.432,19,42,0.452,19,46,0.413,6,9,0.667,101,118.6046511627907,114.77272727272728,1500,1500,1500
129,129,2018-11-03,PHI,DET,28,69,0.406,19,40,0.475,9,29,0.31,44,51,0.863,109,33,83,0.398,28,53,0.528,5,30,0.167,28,41,0.683,99,157.97101449275362,119.27710843373494,1500,1500,1500
130,130,2018-11-03,POR,LAL,44,104,0.423,38,69,0.551,6,35,0.171,16,22,0.727,110,45,86,0.523,37,65,0.569,8,21,0.381,16,25,0.64,114,105.76923076923076,132.5581395348837,1500,1500,1500
131,131,2018-11-03,SAS,NOP,45,96,0.469,37,73,0.507,8,23,0.348,11,14,0.786,109,36,77,0.468,30,56,0.536,6,21,0.286,17,30,0.567,95,113.54166666666669,123.3766233766234,1500,1500,1500
132,132,2018-11-04,BRK,PHI,50,105,0.476,41,77,0.532,9,28,0.321,13,18,0.722,122,31,65,0.477,27,45,0.6,4,20,0.2,31,41,0.756,97,116.1904761904762,149.23076923076923,1500,1500,1500
